id,dutch_address,documented_residence,current_age,own_income,total_income,total_assets,first_home_equity,eligible_other_assistance,imprisoned_or_detained,work_obligation_exemption,other_adults_in_household,children,has_partner
7890,true,true,56,0,0,24782,0,false,false,true,0,2,false
7891,true,true,65,429,429,29171,0,false,false,false,1,0,false
7892,true,true,58,368,368,10248,0,false,false,false,0,1,false
7893,true,true,65,275,275,32654,0,false,false,true,0,0,false
7894,true,true,54,0,0,11194,503967,false,false,false,1,1,false
7895,true,true,60,0,0,11826,318692,false,false,false,0,1,false
7896,true,true,57,892,892,39596,373430,false,false,true,0,0,false
7897,true,true,46,733,733,10325,451323,false,false,false,0,2,false
7898,true,true,61,928,1447,15069,0,false,false,false,2,1,true
7899,true,true,55,1092,1092,27600,0,false,false,true,1,0,false
7900,true,true,59,308,308,7767,0,false,false,true,1,2,false
7901,true,true,45,2103,2103,8340,0,false,false,true,0,1,false
7902,true,true,58,763,763,20166,0,false,false,true,1,1,false
7903,true,true,51,0,0,19168,0,false,false,true,1,1,false
7904,true,true,27,890,890,19281,0,false,false,false,2,0,false
7905,true,true,53,930,930,12742,0,false,false,false,2,0,false
7906,true,true,25,0,775,10949,0,false,false,false,1,2,true
7907,true,true,39,1194,1194,12450,0,false,false,false,2,1,false
7908,true,true,44,825,825,19428,0,false,false,true,1,0,false
7909,true,true,64,0,0,24002,0,false,false,false,1,0,false
7910,true,true,61,962,962,15480,452089,false,false,false,1,0,false
7911,true,true,66,1459,1459,10391,0,false,false,false,1,0,false
7912,true,true,51,604,604,14196,0,false,false,false,1,0,true
7913,true,true,54,640,640,32701,0,false,false,false,1,1,true
7914,true,true,47,0,0,45579,0,false,false,false,2,1,false
7915,true,true,53,378,378,19665,0,false,false,false,1,0,false
7916,true,true,50,0,870,6942,0,false,false,false,0,0,true
7917,true,true,38,960,960,24612,0,false,false,false,2,1,false
7918,true,true,35,0,651,20186,0,false,false,true,0,1,true
7919,true,true,44,1040,1040,33556,0,false,false,false,1,0,false
7920,true,true,53,947,1687,7769,0,false,false,false,1,1,true
7921,true,true,29,0,0,19398,0,false,false,true,1,1,true
7922,true,true,60,449,449,12059,0,false,false,false,1,2,false
7923,true,true,55,438,438,16099,0,false,false,false,1,1,true
7924,true,true,34,0,0,13055,0,false,false,true,1,2,false
7925,true,true,63,0,0,23965,0,false,false,false,1,1,false
7926,true,true,60,0,0,34202,0,false,false,false,1,0,false
7927,true,true,56,769,769,13073,0,false,false,false,1,1,false
7928,true,true,56,774,774,30922,0,false,false,true,1,1,false
7929,true,true,44,0,819,17138,0,false,false,true,2,1,true
7930,true,true,62,605,913,27619,0,false,false,true,0,1,true
7931,true,true,61,253,253,36470,0,false,false,true,1,0,false
7932,true,true,57,0,0,19975,0,false,false,true,1,0,false
7933,true,true,47,529,529,18010,380448,false,false,true,1,1,false
7934,true,true,44,0,676,26167,0,false,false,true,1,2,true
7935,true,true,48,420,420,16262,0,false,false,true,0,1,false
7936,true,true,51,0,0,41108,0,false,false,false,0,0,false
7937,true,true,63,0,0,27955,0,false,false,false,0,0,false
7938,true,true,46,1363,1363,11620,0,false,false,true,0,0,false
7939,true,true,49,616,616,10554,0,false,false,true,1,1,false
7940,true,true,44,0,0,5626,0,false,false,false,1,2,true
7941,true,true,54,0,0,6101,0,false,false,false,2,1,false
7942,true,true,46,369,2403,12102,0,false,false,true,1,0,true
7943,true,true,31,982,982,62161,419664,false,false,false,0,0,false
7944,true,true,31,251,702,26848,0,false,false,false,0,1,true
7945,true,true,24,0,0,26251,0,false,false,false,1,2,false
7946,true,true,57,0,0,52176,0,false,false,false,0,1,false
7947,true,true,42,0,174,4962,0,false,false,false,1,1,true
7948,true,true,57,215,215,3290,0,false,false,false,0,1,false
7949,true,true,49,0,0,31870,0,false,false,true,1,1,false
7950,true,true,49,831,1568,34961,0,false,false,false,0,1,true
7951,true,true,63,432,432,12343,0,false,false,true,1,0,false
7952,true,true,46,183,1081,4988,353327,false,false,false,0,2,true
7953,true,true,41,0,0,17147,0,false,false,true,1,1,false
7954,true,true,35,0,0,10542,0,false,false,false,0,0,false
7955,true,true,39,1214,1214,38680,0,false,false,false,0,2,false
7956,true,true,32,896,896,32719,0,false,false,false,0,2,false
7957,true,true,44,827,2267,30444,0,false,false,false,1,1,true
7958,true,true,67,1101,1101,10640,0,false,false,false,1,1,false
7959,true,true,20,1124,2212,18212,0,false,false,false,0,1,true
7960,true,true,45,477,477,9079,0,false,false,false,0,1,false
7961,true,true,51,0,0,17464,0,false,false,false,1,0,true
7962,true,true,47,519,519,21906,0,false,false,false,1,0,false
7963,true,true,32,0,0,33490,0,false,false,false,0,2,false
7964,true,true,49,1019,1019,8899,0,false,false,true,0,0,true
7965,true,true,28,497,497,11789,0,false,false,false,0,1,false
7966,true,true,43,997,997,14892,433087,false,false,false,0,1,false
7967,true,true,47,2390,2805,20386,0,false,false,false,0,1,true
7968,true,true,51,0,0,7082,0,false,false,true,1,0,false
7969,true,true,48,0,0,36821,0,false,false,false,0,1,false
7970,true,true,54,1494,2434,25483,0,false,false,false,1,3,true
7971,true,true,66,992,1636,34162,0,false,false,false,2,1,true
7972,true,true,49,0,0,18191,0,false,false,false,1,0,false
7973,true,true,46,1375,2185,14258,0,false,false,false,0,0,true
7974,true,true,53,329,1290,18657,0,false,false,false,1,1,true
7975,false,true,30,0,1136,18857,0,false,false,true,0,0,true
7976,true,true,43,335,1719,40277,0,false,false,false,1,0,true
7977,true,true,60,0,0,10685,0,false,false,false,2,1,false
7978,true,true,35,0,381,38494,0,false,false,false,0,1,true
7979,true,true,48,873,873,14283,0,false,false,false,0,1,true
7980,true,true,28,820,820,9303,0,false,false,false,1,0,false
7981,true,true,58,355,355,31455,0,false,false,false,2,1,false
7982,true,true,42,234,234,9064,0,false,false,false,0,2,false
7983,true,true,47,866,866,14988,0,false,false,false,1,1,true
7984,true,true,63,571,571,16363,0,false,false,true,2,1,false
7985,true,true,44,1057,1057,51236,0,false,false,false,1,1,false
7986,true,true,46,1488,1664,35394,0,false,false,false,1,1,true
7987,true,true,54,1006,1006,29546,0,false,false,false,1,0,false
7988,true,true,21,896,896,17920,0,false,false,false,1,1,false
7989,true,true,65,1014,1014,21618,0,false,false,false,1,0,false
7990,true,true,51,0,1193,15362,223043,false,false,false,1,2,true
7991,true,true,37,1121,1121,11212,0,false,false,false,0,0,false
7992,true,true,44,0,582,26316,0,false,false,false,0,0,true
7993,true,true,25,811,811,9639,0,false,false,false,0,0,false
7994,true,true,56,822,822,28591,318567,false,false,false,0,1,false
7995,true,true,50,0,0,35418,0,false,false,false,1,1,false
7996,true,true,66,633,633,19219,0,false,false,false,0,2,false
7997,true,true,50,341,341,23979,290071,false,false,true,1,0,false
7998,true,true,58,0,0,10116,0,false,false,false,0,0,false
7999,true,true,48,577,2238,9424,0,false,false,true,1,1,true
8000,false,true,39,0,745,8472,0,false,false,false,0,0,true
8001,true,true,47,0,0,37505,0,false,false,false,0,1,false
8002,true,true,56,741,741,21204,0,false,false,true,1,1,true
8003,false,true,59,0,1112,24638,0,false,false,false,1,1,true
8004,true,true,32,248,248,28301,0,false,false,false,0,1,false
8005,true,true,56,600,600,6812,0,false,false,false,2,0,false
8006,true,true,59,776,776,14213,396279,false,false,false,0,0,false
8007,true,true,55,0,0,26824,439733,false,false,false,0,0,false
8008,true,true,58,1318,1814,16343,0,false,false,false,0,1,true
8009,true,true,40,1207,1207,6883,0,false,false,false,0,1,false
8010,true,true,46,974,1135,20442,0,false,false,false,2,0,true
8011,true,true,57,1008,1008,39357,0,false,false,false,0,1,false
8012,true,true,30,776,776,24972,0,false,false,false,0,0,false
8013,true,true,39,1510,1510,25050,0,false,false,true,0,1,false
8014,true,true,52,462,462,16684,0,false,false,false,1,0,false
8015,true,true,40,734,734,18819,0,false,false,true,1,0,false
8016,true,true,57,198,1020,7471,0,false,false,true,1,1,true
8017,false,true,65,273,273,26302,0,false,false,false,0,1,false
8018,true,true,40,495,495,10047,0,false,false,true,0,1,false
8019,true,true,50,713,713,48963,0,false,false,false,1,1,false
8020,true,true,45,0,0,30724,0,false,false,true,1,0,false
8021,true,true,55,0,876,19653,0,false,false,false,0,1,true
8022,true,true,52,185,1557,13373,0,false,false,false,2,0,true
8023,true,true,45,693,693,15937,0,false,false,false,1,0,false
8024,true,true,52,878,878,12740,0,false,false,false,0,0,false
8025,true,true,64,640,1657,27013,0,false,false,true,1,1,true
8026,true,true,62,0,0,14176,0,false,false,false,2,0,false
8027,true,true,39,1538,1538,14835,0,false,false,false,1,3,false
8028,true,true,54,923,923,16468,0,false,false,false,0,1,true
8029,true,true,55,931,931,17008,0,false,false,false,2,1,false
8030,true,true,29,585,585,32333,0,false,false,true,1,1,false
8031,true,true,33,677,677,32300,0,false,false,false,2,3,false
8032,true,true,39,824,1581,26682,0,false,false,true,1,2,true
8033,true,true,60,768,768,7982,480061,false,false,true,1,1,false
8034,true,true,53,200,1153,14879,0,false,false,false,2,0,true
8035,true,true,58,747,747,35090,0,false,false,false,0,0,false
8036,true,true,40,0,0,18631,0,false,false,false,1,1,false
8037,true,true,48,389,1858,19663,318514,false,false,false,1,1,true
8038,true,true,29,641,641,15965,0,false,false,true,0,1,false
8039,true,true,50,688,688,41691,0,false,false,false,0,2,false
8040,true,true,65,1049,1049,7285,0,false,false,false,1,0,false
8041,true,true,44,243,243,44906,0,false,false,true,0,0,false
8042,true,true,57,844,844,7163,0,false,false,false,0,1,false
8043,true,true,63,0,0,19869,0,false,false,false,0,0,false
8044,true,true,31,366,366,21645,0,false,false,false,0,1,false
8045,true,true,56,0,0,12809,0,false,false,false,2,1,false
8046,true,true,65,913,913,18342,0,false,false,true,0,2,false
8047,true,true,37,1103,1103,4139,0,false,false,true,1,1,false
8048,true,true,63,742,742,20002,0,false,false,true,0,2,false
8049,true,true,48,650,650,22658,0,false,false,false,1,1,false
8050,true,true,63,955,1680,12160,0,false,false,false,0,0,true
8051,true,true,53,0,0,13878,0,false,false,true,1,1,false
8052,true,true,51,776,776,8336,0,false,false,false,2,1,false
8053,true,true,57,592,592,23644,0,false,false,false,1,0,false
8054,true,true,40,869,1593,6351,0,false,false,false,1,0,true
8055,true,true,64,382,382,7937,385061,false,false,true,2,0,false
8056,true,true,63,816,1306,21728,0,false,false,false,1,2,true
8057,true,true,57,750,750,21384,0,false,false,false,1,1,true
8058,true,true,40,460,460,20112,0,false,false,false,1,1,false
8059,true,true,51,958,1515,8201,0,false,false,false,1,1,true
8060,true,true,53,0,0,29206,0,false,false,false,0,1,false
8061,true,true,39,0,0,12041,0,false,false,false,1,0,false
8062,true,true,56,0,747,8612,0,false,false,true,2,1,true
8063,true,true,49,387,387,42808,0,false,false,false,2,1,false
8064,true,true,39,0,0,10345,0,false,false,true,1,1,false
8065,true,true,52,96,419,22907,501794,false,false,false,2,1,true
8066,true,true,37,893,893,25553,0,false,false,false,1,1,false
8067,true,true,33,427,1143,9535,0,false,false,false,0,2,true
8068,true,true,37,1166,1675,24251,0,false,false,true,1,0,true
8069,true,true,64,0,0,7071,0,false,false,false,0,1,false
8070,true,true,63,270,270,17592,0,false,false,false,0,0,false
8071,true,true,41,1215,1215,22845,0,false,false,true,1,0,false
8072,true,true,60,1068,1068,26188,0,false,false,false,0,0,false
8073,true,true,28,508,508,10717,0,false,false,true,1,3,false
8074,true,true,46,816,816,39563,0,false,false,true,2,0,false
8075,true,true,55,360,360,36271,0,false,false,true,1,1,false
8076,true,true,66,817,1921,34808,0,false,false,true,0,2,true
8077,true,true,53,585,585,21200,0,false,false,false,1,1,false
8078,true,true,62,526,526,9672,0,false,false,false,1,1,false
8079,true,true,20,0,0,24674,0,false,false,false,2,1,false
8080,true,true,58,902,902,19992,420403,false,false,false,1,1,false
8081,true,true,54,949,1734,23942,0,false,false,false,1,2,true
8082,true,true,52,0,0,14617,0,false,false,true,1,1,false
8083,true,true,46,1009,1009,26267,0,false,false,true,1,0,false
8084,true,true,42,494,494,30764,0,false,false,false,1,1,false
8085,true,true,23,878,878,34071,0,false,false,false,2,1,false
8086,true,true,41,871,871,15462,0,false,false,false,2,1,false
8087,true,true,37,0,0,9879,0,false,false,false,1,1,false
8088,true,true,31,532,532,16776,0,false,false,false,1,1,true
8089,true,true,28,1147,1147,7148,0,false,false,false,1,2,false
8090,false,true,41,704,704,10687,0,false,false,false,1,2,false
8091,true,true,52,570,570,11682,424441,false,false,false,1,3,false
8092,true,true,60,1253,1253,29065,0,false,false,true,1,1,false
8093,true,true,60,421,421,13803,0,false,false,false,1,0,false
8094,true,true,61,869,869,11325,0,false,false,false,2,1,false
8095,true,true,46,1209,1209,57574,0,false,false,true,1,1,false
8096,true,true,55,0,0,27252,0,false,false,true,1,0,false
8097,true,true,59,674,674,17733,0,false,false,false,1,0,false
8098,true,true,59,0,0,21604,0,false,false,true,1,0,false
8099,true,true,56,0,0,12974,0,false,false,false,1,2,false
8100,true,true,45,727,727,13929,0,false,false,false,0,1,false
8101,true,true,56,810,1651,19182,453308,false,false,true,1,2,true
8102,true,true,50,0,338,8921,0,false,false,true,1,0,true
8103,true,true,63,765,2006,17770,0,false,false,true,2,1,true
8104,true,true,54,905,905,40954,0,false,false,false,0,0,false
8105,true,true,61,688,688,16562,0,false,false,false,1,1,false
8106,true,true,51,1520,1520,15423,0,false,false,false,1,1,true
8107,true,true,33,0,363,19343,0,false,false,false,0,0,true
8108,true,true,35,842,842,13441,0,false,false,false,1,0,false
8109,true,true,64,0,0,21593,0,false,false,true,2,0,false
8110,true,true,44,917,1324,27755,0,false,false,false,2,0,true
8111,true,true,64,1054,1228,12160,0,false,false,false,1,1,true
8112,true,true,53,1297,1297,15278,0,false,false,true,0,0,false
8113,true,true,57,1254,1927,16887,0,false,false,false,2,1,true
8114,true,true,43,0,0,5940,0,false,false,false,0,0,false
8115,true,true,59,1212,1991,23770,0,false,false,false,1,1,true
8116,true,true,20,0,0,18453,0,false,false,false,0,1,false
8117,true,true,35,0,387,17312,0,false,false,false,1,2,true
8118,true,true,55,510,510,12281,0,false,false,false,2,0,false
8119,true,true,59,733,733,10786,0,false,false,false,0,1,false
8120,true,true,62,921,1194,11093,0,false,false,false,1,0,true
8121,true,true,53,490,490,11467,0,false,false,false,1,0,false
8122,true,true,33,480,480,21986,0,false,false,false,1,0,false
8123,true,true,37,1048,1048,9955,0,false,false,false,1,1,false
8124,true,true,46,953,2357,4164,0,false,false,true,1,0,true
8125,true,true,45,798,798,15862,0,false,false,true,1,1,false
8126,true,true,58,1103,1103,5114,0,false,false,false,1,2,false
8127,true,true,61,549,1270,20376,0,false,false,true,0,1,true
8128,true,true,43,0,823,21451,0,false,false,false,0,1,true
8129,true,true,51,502,502,31091,0,false,false,false,0,0,false
8130,true,true,51,1698,2029,17309,0,false,false,false,0,1,true
8131,true,true,57,1740,1740,17141,0,false,false,false,1,1,false
8132,true,true,61,427,427,16241,0,false,false,false,1,0,false
8133,true,true,49,1057,1057,21153,0,false,false,true,1,1,false
8134,true,true,51,0,0,47812,0,false,false,false,1,2,false
8135,true,true,56,0,0,24480,344711,false,false,false,0,0,true
8136,false,true,46,706,706,13267,0,false,false,true,0,3,false
8137,true,true,48,765,765,7381,0,false,false,false,3,1,true
8138,true,true,48,0,0,12915,0,false,false,false,1,1,false
8139,true,true,43,1777,1777,27885,0,false,false,false,0,1,false
8140,true,true,40,792,2914,8714,0,false,false,false,1,1,true
8141,true,true,52,444,444,26293,0,false,false,false,1,0,false
8142,true,true,59,246,246,26221,265384,false,false,false,1,1,false
8143,true,true,66,789,1573,8785,483593,false,false,false,1,0,true
8144,true,true,42,369,369,26557,0,false,false,false,1,1,false
8145,true,true,58,0,256,13195,0,false,false,false,1,0,true
8146,true,true,52,378,378,24900,0,false,false,true,1,0,false
8147,true,true,48,0,0,17238,0,false,false,false,1,0,false
8148,true,true,62,1435,1435,14823,0,false,false,false,1,1,false
8149,true,true,61,410,410,7829,0,false,false,false,1,1,false
8150,true,true,56,1277,1277,10207,262471,false,false,false,0,1,false
8151,true,true,51,739,739,23353,343167,false,false,false,1,1,false
8152,false,true,56,1688,1688,12035,0,false,false,false,1,0,false
8153,true,true,48,316,316,24956,0,false,false,false,0,0,false
8154,true,true,34,0,0,28677,0,false,false,false,1,2,false
8155,true,true,41,674,674,12866,0,false,false,true,1,1,false
8156,true,true,35,1184,1654,10296,0,false,false,false,2,1,true
8157,true,true,39,422,1017,8625,0,false,false,true,1,3,true
8158,true,true,59,0,0,12334,0,false,false,false,1,1,false
8159,true,true,29,482,1782,23119,0,false,false,true,0,3,true
8160,true,true,53,0,0,29966,0,false,false,false,1,1,false
8161,true,true,44,734,1235,41068,0,false,false,true,2,1,true
8162,true,true,45,590,590,43253,0,false,false,false,2,1,false
8163,true,true,54,0,0,37402,430156,false,false,false,2,0,false
8164,true,true,54,928,928,28004,0,false,false,false,0,1,false
8165,true,true,49,0,755,19393,404796,false,false,false,0,2,true
8166,false,true,53,0,0,8866,322112,false,false,false,2,0,true
8167,true,true,45,791,1536,34603,0,false,false,false,1,1,true
8168,true,true,57,0,0,21452,0,false,false,false,1,1,false
8169,true,true,44,896,1558,14627,0,false,false,true,1,1,true
8170,true,true,53,387,387,15409,0,false,false,true,2,0,false
8171,false,true,44,1247,1247,13137,0,false,false,true,0,0,false
8172,true,true,46,334,334,8178,0,false,false,true,1,1,true
8173,true,true,49,586,586,6955,0,false,false,false,1,1,false
8174,true,true,57,866,866,23076,0,false,false,false,2,1,false
8175,true,true,63,759,759,23362,0,false,false,false,1,1,false
8176,true,true,30,927,927,30021,0,false,false,true,0,0,false
8177,true,true,25,820,820,7656,0,false,false,false,1,1,false
8178,true,true,38,817,817,6687,0,false,false,true,1,2,false
8179,true,true,60,722,722,19261,0,false,false,false,1,0,false
8180,true,true,46,1174,1174,22520,0,false,false,true,1,0,true
8181,true,true,59,0,606,33021,0,false,false,false,0,0,true
8182,true,true,60,495,495,18993,0,false,false,false,1,1,false
8183,true,true,48,392,392,47462,0,false,false,false,1,3,false
8184,true,true,57,1268,1268,8451,0,false,false,true,0,1,false
8185,true,true,40,0,750,23700,0,false,false,false,1,2,true
8186,true,true,41,131,131,9523,0,false,false,false,1,0,false
8187,true,true,57,365,365,14521,0,false,false,false,0,0,false
8188,true,true,63,525,525,11866,380234,false,false,false,0,0,false
8189,true,true,43,0,0,18986,0,false,false,false,2,2,false
8190,true,true,43,1149,1149,14485,0,false,false,true,1,3,false
8191,true,true,29,0,0,19596,0,false,false,false,0,0,false
8192,true,true,24,0,618,11685,0,false,false,true,1,2,true
8193,true,true,63,664,1443,15776,0,false,false,false,1,1,true
8194,true,true,63,0,0,26498,0,false,false,true,1,0,false
8195,true,true,53,1041,1041,56070,0,false,false,true,0,0,false
8196,true,true,56,1057,1057,20994,0,false,false,false,0,1,false
8197,true,true,43,1568,1568,19881,167963,false,false,false,2,0,false
8198,true,true,55,807,807,19427,0,false,false,true,1,1,true
8199,true,true,59,1074,1074,8556,0,false,false,false,0,0,false
8200,true,true,37,921,921,18175,0,false,false,false,1,2,false
8201,true,true,64,0,0,14608,0,false,false,false,0,0,true
8202,true,true,47,1248,1248,30194,0,false,false,true,2,0,true
8203,true,true,32,959,1609,10529,0,false,false,false,1,1,true
8204,true,true,39,1480,1480,4963,0,false,false,false,0,1,false
8205,true,true,49,613,1361,17049,0,false,false,true,0,3,true
8206,false,true,58,685,685,23315,0,false,false,false,1,0,false
8207,true,true,47,1179,1179,17085,0,false,false,false,2,0,false
8208,true,true,53,1459,1459,25703,378934,false,false,true,2,1,false
8209,true,true,44,0,0,22945,0,false,false,true,2,1,true
8210,true,true,36,1149,2590,23818,0,false,false,false,0,1,true
8211,true,true,46,1251,1251,8841,0,false,false,true,0,1,false
8212,true,true,42,1048,1672,17037,0,false,false,false,1,0,true
8213,true,true,49,1279,2636,4805,0,false,false,true,1,1,true
8214,true,true,33,1994,2757,14390,0,false,false,false,1,1,true
8215,true,true,35,0,0,12836,0,false,false,false,1,1,false
8216,true,true,61,575,575,7372,0,false,false,true,1,1,false
8217,true,true,58,1365,1365,32216,0,false,false,false,1,2,false
8218,true,true,53,743,1445,28075,373704,false,false,false,1,0,true
8219,true,true,57,1313,1313,22593,0,false,false,false,2,0,false
8220,true,true,61,0,252,6486,0,false,false,false,0,3,true
8221,true,true,51,0,0,14317,312798,false,false,false,1,1,false
8222,true,true,56,559,559,31844,0,false,false,false,2,1,false
8223,true,true,41,259,259,8108,0,false,false,false,0,0,true
8224,true,true,49,710,710,11760,225542,false,false,true,0,1,false
8225,true,true,52,796,796,35022,0,false,false,true,1,0,false
8226,true,true,38,513,513,19640,0,false,false,false,1,2,false
8227,true,true,50,0,0,33033,0,false,false,false,1,1,false
8228,true,true,40,0,0,6326,0,false,false,true,1,1,false
8229,true,true,57,345,345,29775,0,false,false,true,1,0,false
8230,true,true,55,541,541,26527,0,false,false,false,1,1,false
8231,true,true,42,1177,1177,10059,0,false,false,false,1,2,false
8232,true,true,45,0,0,19097,470580,false,false,false,1,0,false
8233,true,true,32,1207,1207,13352,391019,false,false,false,1,0,false
8234,true,true,26,539,1124,10364,0,false,false,true,0,2,true
8235,true,true,63,978,978,6399,0,false,false,false,0,1,false
8236,true,true,48,521,521,32078,0,false,false,false,0,1,false
8237,false,true,53,711,711,35023,0,false,false,false,0,0,false
8238,true,true,42,789,789,16107,0,false,false,false,1,1,false
8239,true,true,59,752,752,11035,311725,false,false,false,0,1,false
8240,true,true,64,2054,2054,25752,0,false,false,false,0,1,false
8241,true,true,45,448,998,9597,0,false,false,false,1,1,true
8242,true,true,43,0,0,43727,431081,false,false,false,0,1,false
8243,true,true,59,402,402,14017,0,false,false,false,0,1,false
8244,true,true,66,655,655,23055,0,false,false,false,2,0,false
8245,true,true,48,369,369,28022,0,false,false,false,1,1,false
8246,true,true,43,613,613,19104,0,false,false,true,1,0,false
8247,true,true,55,846,846,10708,0,false,false,false,2,0,false
8248,true,true,61,610,610,18152,0,false,false,false,0,2,false
8249,false,true,45,0,0,40540,262894,false,false,false,1,1,false
8250,true,true,66,0,1684,16737,0,false,false,true,1,0,true
8251,true,true,59,0,241,24387,0,false,false,false,0,1,true
8252,true,true,54,763,1741,12032,0,false,false,true,1,1,true
8253,true,true,50,1532,1532,11447,0,false,false,false,0,1,false
8254,true,true,46,807,807,20271,279202,false,false,false,1,2,true
8255,true,true,45,422,422,15556,0,false,false,false,1,1,false
8256,true,true,55,838,838,13551,0,false,false,false,2,2,false
8257,true,true,52,1629,2953,15820,0,false,false,false,2,1,true
8258,true,true,45,396,396,17786,0,false,false,false,1,0,false
8259,true,true,43,0,0,30188,0,false,false,false,0,0,false
8260,true,true,64,633,633,12113,0,false,false,false,1,1,false
8261,true,true,55,0,548,38565,0,false,false,false,1,1,true
8262,true,true,61,1136,2084,39734,0,false,false,false,1,1,true
8263,true,true,66,1119,1119,12548,0,false,false,true,2,0,false
8264,true,true,45,0,0,30971,0,false,false,false,1,1,false
8265,true,true,48,628,628,25746,0,false,false,false,1,1,false
8266,true,true,42,0,0,16432,220394,false,false,false,0,1,false
8267,true,true,43,0,0,21052,0,false,false,true,1,1,false
8268,true,true,48,265,265,15422,0,false,false,true,0,2,false
8269,false,true,50,0,0,14116,0,false,false,false,1,1,false
8270,true,true,63,1108,1735,50749,468493,false,false,false,2,1,true
8271,true,true,28,769,769,12132,0,false,false,true,1,0,true
8272,true,true,33,473,473,12399,0,false,false,false,1,2,false
8273,true,true,44,0,0,24415,295627,false,false,false,0,1,false
8274,true,true,35,0,0,9054,0,false,false,true,1,1,false
8275,true,true,50,1346,1346,7983,0,false,false,true,1,1,false
8276,true,true,42,0,0,26185,276346,false,false,false,3,1,false
8277,true,true,63,1093,1093,20775,0,false,false,false,0,1,false
8278,true,true,61,0,0,27375,0,false,false,true,1,0,false
8279,true,true,53,1869,1869,27277,0,false,false,true,1,1,false
8280,true,true,25,0,0,23107,0,false,false,false,0,1,false
8281,true,true,42,1547,1547,9376,0,false,false,false,0,0,false
8282,false,true,54,957,957,16991,0,false,false,true,0,0,false
8283,true,true,56,0,0,11311,0,false,false,false,0,2,false
8284,true,true,50,675,675,5082,0,false,false,true,1,1,false
8285,true,true,59,711,711,10500,0,false,false,true,2,0,false
8286,true,true,42,701,701,14475,314865,false,false,true,1,1,true
8287,true,true,52,702,702,13564,0,false,false,false,1,2,false
8288,true,true,52,611,1121,14462,0,false,false,false,1,1,true
8289,true,true,60,572,1587,23611,0,false,false,false,1,0,true
8290,true,true,61,0,0,14714,0,false,false,false,0,1,false
8291,true,true,24,0,0,28279,0,false,false,true,0,1,false
8292,true,true,34,909,2215,10293,0,false,false,false,1,3,true
8293,true,true,39,1025,1025,17507,0,false,false,false,0,2,false
8294,true,true,48,626,626,10425,0,false,false,false,1,1,false
8295,true,true,55,0,0,26002,0,false,false,true,0,0,false
8296,true,true,62,455,455,18204,0,false,false,false,1,0,false
8297,true,true,61,1007,1817,27829,0,false,false,false,0,0,true
8298,true,true,48,0,0,27072,0,false,false,true,2,0,true
8299,true,true,61,0,1320,30980,0,false,false,false,0,0,true
8300,true,true,57,2204,2866,24896,0,false,false,true,1,1,true
8301,true,true,39,0,253,29590,0,false,false,false,0,1,true
8302,false,true,47,547,547,18067,0,false,false,true,2,1,false
8303,true,true,47,0,0,35663,0,false,false,false,0,2,false
8304,true,true,31,601,601,43556,0,false,false,false,1,2,false
8305,true,true,38,590,590,12167,0,false,false,true,1,1,false
8306,true,true,35,425,425,42340,0,false,false,false,0,2,false
8307,true,true,44,426,426,19938,0,false,false,false,0,2,false
8308,true,true,54,1617,2596,32841,0,false,false,false,1,0,true
8309,true,true,53,0,0,25533,0,false,false,true,1,1,false
8310,true,true,45,1409,1409,16747,0,false,false,true,2,1,false
8311,true,true,52,0,0,23692,0,false,false,false,0,0,false
8312,true,true,52,443,783,33144,0,false,false,false,0,1,true
8313,true,true,50,958,1474,16279,0,false,false,false,2,2,true
8314,true,true,35,0,0,20585,0,false,false,true,3,2,false
8315,true,true,54,735,735,18528,572348,false,false,true,1,2,false
8316,true,true,58,747,747,25235,0,false,false,false,0,0,false
8317,true,true,48,690,1265,15852,0,false,false,false,1,1,true
8318,true,true,51,795,795,13288,0,false,true,false,0,1,false
8319,true,true,32,1075,1075,16715,0,false,false,false,2,1,false
8320,true,true,55,922,922,16650,0,false,false,false,0,1,false
8321,true,true,48,206,206,14357,0,false,false,true,1,1,false
8322,true,true,46,0,858,35269,0,false,false,false,1,1,true
8323,true,true,45,1397,1397,15775,0,false,false,false,0,0,false
8324,true,true,62,269,751,8471,0,false,false,false,3,0,true
8325,true,true,58,882,882,23301,0,false,false,false,1,0,false
8326,true,true,66,874,874,14818,0,false,false,true,1,0,false
8327,true,true,41,0,0,19895,0,false,false,true,1,0,false
8328,true,true,51,795,795,20632,0,false,false,false,0,0,false
8329,true,true,55,825,825,27689,0,false,false,false,1,2,false
8330,true,true,59,354,354,12413,256054,false,false,true,1,1,false
8331,true,true,36,603,603,3849,0,false,false,false,2,4,false
8332,true,true,47,1267,1267,31313,0,false,false,true,1,1,false
8333,true,true,42,609,609,27004,0,false,false,false,2,1,false
8334,false,true,60,984,984,13630,0,false,false,false,1,2,false
8335,true,true,45,697,1325,22968,0,false,false,false,1,1,true
8336,true,true,51,0,0,7555,367164,false,false,false,0,1,false
8337,true,true,52,0,747,16318,0,false,false,false,0,1,true
8338,true,true,59,967,967,28375,0,false,false,false,1,0,false
8339,true,true,44,409,409,10564,0,false,false,true,0,0,false
8340,false,true,62,374,374,21725,0,false,false,true,1,0,true
8341,true,true,59,935,1647,8766,0,false,false,true,2,1,true
8342,true,true,50,0,743,23005,0,false,false,true,0,2,true
8343,true,true,65,0,0,24920,0,false,false,false,0,0,false
